  16.4056 7.8191e+04 6.2262e+04 9.8847e+04 6.3855e+04 9.7190e+04 7.4360e+04 8.3862e+04 7.2400e+04 8.3980e+04
  16.6582 7.2270e+04 5.7639e+04 9.1172e+04 5.9109e+04 8.9640e+04 6.8778e+04 7.7458e+04 6.6916e+04 7.7623e+04
  16.9107 6.6863e+04 5.3409e+04 8.4182e+04 5.4767e+04 8.2764e+04 6.3676e+04 7.1614e+04 6.1908e+04 7.1817e+04
  17.1633 6.1919e+04 4.9535e+04 7.7807e+04 5.0791e+04 7.6493e+04 5.9008e+04 6.6276e+04 5.7330e+04 6.6509e+04
  17.4158 5.7394e+04 4.5983e+04 7.1987e+04 4.7146e+04 7.0767e+04 5.4731e+04 6.1393e+04 5.3139e+04 6.1649e+04
  17.6684 5.3248e+04 4.2723e+04 6.6666e+04 4.3802e+04 6.5534e+04 5.0809e+04 5.6923e+04 4.9300e+04 5.7196e+04
  17.9209 4.9446e+04 3.9730e+04 6.1797e+04 4.0730e+04 6.0746e+04 4.7211e+04 5.2828e+04 4.5780e+04 5.3113e+04
  18.1735 4.5958e+04 3.6978e+04 5.7338e+04 3.7907e+04 5.6359e+04 4.3906e+04 4.9072e+04 4.2550e+04 4.9366e+04
  18.4260 4.2753e+04 3.4445e+04 5.3248e+04 3.5309e+04 5.2337e+04 4.0867e+04 4.5624e+04 3.9583e+04 4.5923e+04
  18.6786 3.9805e+04 3.2112e+04 4.9494e+04 3.2916e+04 4.8645e+04 3.8070e+04 4.2456e+04 3.6854e+04 4.2757e+04
  18.9311 3.7091e+04 2.9961e+04 4.6044e+04 3.0709e+04 4.5252e+04 3.5494e+04 3.9541e+04 3.4341e+04 3.9841e+04
  19.1837 3.4590e+04 2.7975e+04 4.2871e+04 2.8672e+04 4.2131e+04 3.3117e+04 3.6856e+04 3.2026e+04 3.7155e+04
  19.4362 3.2283e+04 2.6140e+04 3.9949e+04 2.6791e+04 3.9257e+04 3.0923e+04 3.4381e+04 2.9890e+04 3.4676e+04
  19.6888 3.0152e+04 2.4443e+04 3.7256e+04 2.5051e+04 3.6608e+04 2.8896e+04 3.2098e+04 2.7918e+04 3.2387e+04
  19.9413 2.8184e+04 2.2873e+04 3.4771e+04 2.3440e+04 3.4165e+04 2.7021e+04 2.9988e+04 2.6096e+04 3.0272e+04
  20.1939 2.6362e+04 2.1418e+04 3.2477e+04 2.1949e+04 3.1908e+04 2.5286e+04 2.8039e+04 2.4410e+04 2.8315e+04
  20.4464 2.4676e+04 2.0069e+04 3.0356e+04 2.0566e+04 2.9823e+04 2.3678e+04 2.6235e+04 2.2849e+04 2.6504e+04
  20.6990 2.3114e+04 1.8817e+04 2.8395e+04 1.9282e+04 2.7895e+04 2.2187e+04 2.4565e+04 2.1403e+04 2.4825e+04
  20.9515 2.1664e+04 1.7654e+04 2.6579e+04 1.8091e+04 2.6109e+04 2.0804e+04 2.3016e+04 2.0062e+04 2.3268e+04
  21.2041 2.0320e+04 1.6574e+04 2.4897e+04 1.6983e+04 2.4455e+04 1.9519e+04 2.1581e+04 1.8817e+04 2.1823e+04
  21.4566 1.9070e+04 1.5569e+04 2.3337e+04 1.5954e+04 2.2922e+04 1.8325e+04 2.0248e+04 1.7660e+04 2.0481e+04
  21.7092 1.7909e+04 1.4634e+04 2.1890e+04 1.4995e+04 2.1498e+04 1.7215e+04 1.9009e+04 1.6586e+04 1.9233e+04
  21.9617 1.6830e+04 1.3764e+04 2.0545e+04 1.4104e+04 2.0177e+04 1.6182e+04 1.7858e+04 1.5586e+04 1.8073e+04
  22.2143 1.5825e+04 1.2954e+04 1.9296e+04 1.3273e+04 1.8948e+04 1.5220e+04 1.6787e+04 1.4656e+04 1.6993e+04
  22.4668 1.4889e+04 1.2198e+04 1.8133e+04 1.2498e+04 1.7806e+04 1.4324e+04 1.5789e+04 1.3790e+04 1.5988e+04
  22.7194 1.4016e+04 1.1493e+04 1.7051e+04 1.1776e+04 1.6742e+04 1.3489e+04 1.4860e+04 1.2982e+04 1.5050e+04
  22.9719 1.3202e+04 1.0835e+04 1.6044e+04 1.1101e+04 1.5752e+04 1.2710e+04 1.3993e+04 1.2229e+04 1.4176e+04
  23.2245 1.2443e+04 1.0220e+04 1.5104e+04 1.0471e+04 1.4829e+04 1.1982e+04 1.3185e+04 1.1526e+04 1.3359e+04
  23.4770 1.1734e+04 9.6455e+03 1.4228e+04 9.8823e+03 1.3968e+04 1.1302e+04 1.2430e+04 1.0869e+04 1.2597e+04
  23.7296 1.1071e+04 9.1079e+03 1.3410e+04 9.3314e+03 1.3164e+04 1.0666e+04 1.1724e+04 1.0256e+04 1.1885e+04
  23.9821 1.0451e+04 8.6048e+03 1.2646e+04 8.8157e+03 1.2414e+04 1.0072e+04 1.1065e+04 9.6820e+03 1.1218e+04
  24.2347 9.8704e+03 8.1336e+03 1.1932e+04 8.3328e+03 1.1712e+04 9.5154e+03 1.0448e+04 9.1450e+03 1.0595e+04
  24.4872 9.3271e+03 7.6920e+03 1.1265e+04 7.8802e+03 1.1057e+04 8.9941e+03 9.8707e+03 8.6422e+03 1.0011e+04
  24.7398 8.8182e+03 7.2779e+03 1.0640e+04 7.4558e+03 1.0443e+04 8.5056e+03 9.3299e+03 8.1711e+03 9.4643e+03
  24.9923 8.3411e+03 6.8894e+03 1.0055e+04 7.0577e+03 9.8686e+03 8.0475e+03 8.8230e+03 7.7295e+03 8.9517e+03
  25.2449 7.8936e+03 6.5247e+03 9.5074e+03 6.6839e+03 9.3305e+03 7.6177e+03 8.3477e+03 7.3153e+03 8.4709e+03
  25.4974 7.4736e+03 6.1821e+03 8.9938e+03 6.3328e+03 8.8262e+03 7.2142e+03 7.9017e+03 6.9265e+03 8.0196e+03
  25.7500 7.0792e+03 5.8602e+03 8.5122e+03 6.0029e+03 8.3533e+03 6.8352e+03 7.4831e+03 6.5615e+03 7.5960e+03
  26.0026 6.7087e+03 5.5575e+03 8.0602e+03 5.6927e+03 7.9095e+03 6.4790e+03 7.0899e+03 6.2185e+03 7.1980e+03
  26.2551 6.3604e+03 5.2727e+03 7.6358e+03 5.4008e+03 7.4928e+03 6.1441e+03 6.7204e+03 5.8961e+03 6.8239e+03
  26.5077 6.0329e+03 5.0046e+03 7.2369e+03 5.1261e+03 7.1011e+03 5.8290e+03 6.3729e+03 5.5929e+03 6.4720e+03
  26.7602 5.7246e+03 4.7521e+03 6.8618e+03 4.8674e+03 6.7328e+03 5.5324e+03 6.0461e+03 5.3075e+03 6.1410e+03
  27.0128 5.4345e+03 4.5143e+03 6.5089e+03 4.6237e+03 6.3864e+03 5.2530e+03 5.7384e+03 5.0389e+03 5.8293e+03
  27.2653 5.1611e+03 4.2900e+03 6.1768e+03 4.3939e+03 6.0603e+03 4.9899e+03 5.4487e+03 4.7858e+03 5.5358e+03
  27.5179 4.9035e+03 4.0785e+03 5.8640e+03 4.1772e+03 5.7532e+03 4.7418e+03 5.1758e+03 4.5473e+03 5.2591e+03
  27.7704 4.6607e+03 3.8790e+03 5.5694e+03 3.9728e+03 5.4640e+03 4.5078e+03 4.9185e+03 4.3224e+03 4.9984e+03
  28.0230 4.4316e+03 3.6906e+03 5.2917e+03 3.7797e+03 5.1913e+03 4.2870e+03 4.6759e+03 4.1102e+03 4.7524e+03
  28.2755 4.2154e+03 3.5126e+03 5.0299e+03 3.5974e+03 4.9343e+03 4.0786e+03 4.4470e+03 3.9100e+03 4.5203e+03
  28.5281 4.0113e+03 3.3445e+03 4.7829e+03 3.4252e+03 4.6918e+03 3.8818e+03 4.2310e+03 3.7209e+03 4.3011e+03
  28.7806 3.8185e+03 3.1856e+03 4.5498e+03 3.2624e+03 4.4629e+03 3.6958e+03 4.0270e+03 3.5423e+03 4.0942e+03
  29.0332 3.6363e+03 3.0353e+03 4.3297e+03 3.1084e+03 4.2468e+03 3.5201e+03 3.8342e+03 3.3735e+03 3.8986e+03
  29.2857 3.4641e+03 2.8931e+03 4.1218e+03 2.9628e+03 4.0428e+03 3.3539e+03 3.6521e+03 3.2139e+03 3.7138e+03
  29.5383 3.3012e+03 2.7585e+03 3.9254e+03 2.8249e+03 3.8499e+03 3.1966e+03 3.4799e+03 3.0629e+03 3.5390e+03
  29.7908 3.1471e+03 2.6310e+03 3.7397e+03 2.6944e+03 3.6677e+03 3.0478e+03 3.3170e+03 2.9200e+03 3.3736e+03
  30.0434 3.0012e+03 2.5103e+03 3.5642e+03 2.5708e+03 3.4953e+03 2.9069e+03 3.1628e+03 2.7848e+03 3.2171e+03
  30.2959 2.8631e+03 2.3959e+03 3.3981e+03 2.4536e+03 3.3323e+03 2.7735e+03 3.0169e+03 2.6567e+03 3.0690e+03
  30.5485 2.7322e+03 2.2875e+03 3.2409e+03 2.3426e+03 3.1780e+03 2.6471e+03 2.8787e+03 2.5354e+03 2.9286e+03
  30.8010 2.6082e+03 2.1846e+03 3.0921e+03 2.2373e+03 3.0319e+03 2.5272e+03 2.7478e+03 2.4204e+03 2.7956e+03
  31.0536 2.4907e+03 2.0865e+03 2.9512e+03 2.1367e+03 2.8936e+03 2.4136e+03 2.6237e+03 2.3113e+03 2.6696e+03
  31.3061 2.3792e+03 1.9933e+03 2.8177e+03 2.0413e+03 2.7626e+03 2.3058e+03 2.5061e+03 2.2079e+03 2.5501e+03
  31.5587 2.2734e+03 1.9048e+03 2.6912e+03 1.9507e+03 2.6384e+03 2.2035e+03 2.3946e+03 2.1098e+03 2.4368e+03
  31.8112 2.1731e+03 1.8209e+03 2.5713e+03 1.8647e+03 2.5207e+03 2.1064e+03 2.2887e+03 2.0166e+03 2.3292e+03
  32.0638 2.0778e+03 1.7411e+03 2.4579e+03 1.7830e+03 2.4095e+03 2.0142e+03 2.1882e+03 1.9281e+03 2.2270e+03
  32.3163 1.9872e+03 1.6654e+03 2.3502e+03 1.7054e+03 2.3039e+03 1.9266e+03 2.0927e+03 1.8441e+03 2.1299e+03
  32.5689 1.9011e+03 1.5934e+03 2.2479e+03 1.6316e+03 2.2035e+03 1.8433e+03 2.0019e+03 1.7642e+03 2.0377e+03
  32.8214 1.8193e+03 1.5249e+03 2.1506e+03 1.5615e+03 2.1080e+03 1.7642e+03 1.9156e+03 1.6882e+03 1.9500e+03
  33.0740 1.7415e+03 1.4598e+03 2.0580e+03 1.4948e+03 2.0173e+03 1.6889e+03 1.8335e+03 1.6160e+03 1.8667e+03
  33.3265 1.6675e+03 1.3979e+03 1.9700e+03 1.4314e+03 1.9310e+03 1.6173e+03 1.7554e+03 1.5473e+03 1.7873e+03
  33.5791 1.5970e+03 1.3389e+03 1.8863e+03 1.3710e+03 1.8488e+03 1.5491e+03 1.6812e+03 1.4819e+03 1.7119e+03
  33.8316 1.5300e+03 1.2828e+03 1.8066e+03 1.3136e+03 1.7707e+03 1.4843e+03 1.6105e+03 1.4197e+03 1.6400e+03
  34.0842 1.4662e+03 1.2294e+03 1.7308e+03 1.2589e+03 1.6963e+03 1.4225e+03 1.5431e+03 1.3604e+03 1.5717e+03
  34.3367 1.4053e+03 1.1785e+03 1.6585e+03 1.2068e+03 1.6254e+03 1.3637e+03 1.4790e+03 1.3039e+03 1.5065e+03
  34.5893 1.3474e+03 1.1300e+03 1.5897e+03 1.1571e+03 1.5579e+03 1.3076e+03 1.4179e+03 1.2502e+03 1.4445e+03
  34.8418 1.2922e+03 1.0838e+03 1.5242e+03 1.1098e+03 1.4936e+03 1.2542e+03 1.3597e+03 1.1989e+03 1.3854e+03
  35.0944 1.2396e+03 1.0397e+03 1.4617e+03 1.0647e+03 1.4323e+03 1.2033e+03 1.3043e+03 1.1500e+03 1.3290e+03
  35.3469 1.1894e+03 9.9774e+02 1.4021e+03 1.0217e+03 1.3739e+03 1.1548e+03 1.2514e+03 1.1034e+03 1.2753e+03
  35.5995 1.1416e+03 9.5766e+02 1.3453e+03 9.8063e+02 1.3182e+03 1.1085e+03 1.2009e+03 1.0590e+03 1.2240e+03
  35.8520 1.0959e+03 9.1943e+02 1.2912e+03 9.4149e+02 1.2651e+03 1.0643e+03 1.1528e+03 1.0166e+03 1.1752e+03
  36.1046 1.0524e+03 8.8294e+02 1.2395e+03 9.0413e+02 1.2144e+03 1.0221e+03 1.1069e+03 9.7610e+02 1.1285e+03
  36.3571 1.0108e+03 8.4811e+02 1.1902e+03 8.6848e+02 1.1660e+03 9.8187e+02 1.0630e+03 9.3746e+02 1.0840e+03
  36.6097 9.7110e+02 8.1484e+02 1.1432e+03 8.3443e+02 1.1199e+03 9.4344e+02 1.0212e+03 9.0057e+02 1.0415e+03
  36.8622 9.3318e+02 7.8307e+02 1.0982e+03 8.0192e+02 1.0758e+03 9.0674e+02 9.8124e+02 8.6533e+02 1.0010e+03
  37.1148 8.9697e+02 7.5272e+02 1.0553e+03 7.7086e+02 1.0337e+03 8.7168e+02 9.4308e+02 8.3167e+02 9.6222e+02
  37.3673 8.6237e+02 7.2371e+02 1.0144e+03 7.4118e+02 9.9352e+02 8.3817e+02 9.0662e+02 7.9950e+02 9.2520e+02
  37.6199 8.2931e+02 6.9599e+02 9.7524e+02 7.1282e+02 9.5513e+02 8.0615e+02 8.7178e+02 7.6875e+02 8.8982e+02
  37.8724 7.9770e+02 6.6948e+02 9.3785e+02 6.8570e+02 9.1844e+02 7.7554e+02 8.3847e+02 7.3935e+02 8.5601e+02
  38.1250 7.6748e+02 6.4413e+02 9.0211e+02 6.5977e+02 8.8338e+02 7.4627e+02 8.0664e+02 7.1124e+02 8.2369e+02
  38.3776 7.3858e+02 6.1989e+02 8.6794e+02 6.3497e+02 8.4986e+02 7.1828e+02 7.7619e+02 6.8434e+02 7.9278e+02
  38.6301 7.1093e+02 5.9668e+02 8.3527e+02 6.1124e+02 8.1780e+02 6.9149e+02 7.4707e+02 6.5861e+02 7.6321e+02
  38.8827 6.8445e+02 5.7446e+02 8.0400e+02 5.8852e+02 7.8712e+02 6.6582e+02 7.1918e+02 6.3397e+02 7.3490e+02
  39.1352 6.5909e+02 5.5317e+02 7.7406e+02 5.6675e+02 7.5775e+02 6.4123e+02 6.9248e+02 6.1037e+02 7.0778e+02
  39.3878 6.3478e+02 5.3276e+02 7.4539e+02 5.4588e+02 7.2961e+02 6.1766e+02 6.6690e+02 5.8775e+02 6.8179e+02
  39.6403 6.1150e+02 5.1321e+02 7.1793e+02 5.2589e+02 7.0267e+02 5.9506e+02 6.4239e+02 5.6608e+02 6.5690e+02
  39.8929 5.8918e+02 4.9446e+02 6.9161e+02 5.0672e+02 6.7685e+02 5.7340e+02 6.1890e+02 5.4531e+02 6.3303e+02
  40.1454 5.6778e+02 4.7648e+02 6.6640e+02 4.8835e+02 6.5211e+02 5.5262e+02 5.9639e+02 5.2539e+02 6.1015e+02
  40.3980 5.4726e+02 4.5923e+02 6.4223e+02 4.7072e+02 6.2839e+02 5.3269e+02 5.7480e+02 5.0630e+02 5.8822e+02
  40.6505 5.2758e+02 4.4269e+02 6.1905e+02 4.5381e+02 6.0566e+02 5.1357e+02 5.5411e+02 4.8798e+02 5.6718e+02
  40.9031 5.0870e+02 4.2682e+02 5.9683e+02 4.3759e+02 5.8385e+02 4.9522e+02 5.3425e+02 4.7041e+02 5.4699e+02
  41.1556 4.9059e+02 4.1159e+02 5.7551e+02 4.2203e+02 5.6294e+02 4.7761e+02 5.1520e+02 4.5355e+02 5.2762e+02
  41.4082 4.7320e+02 3.9697e+02 5.5506e+02 4.0709e+02 5.4288e+02 4.6071e+02 4.9693e+02 4.3737e+02 5.0904e+02
  41.6607 4.5652e+02 3.8294e+02 5.3544e+02 3.9275e+02 5.2362e+02 4.4448e+02 4.7938e+02 4.2185e+02 4.9120e+02
  41.9133 4.4050e+02 3.6947e+02 5.1661e+02 3.7898e+02 5.0515e+02 4.2889e+02 4.6255e+02 4.0694e+02 4.7407e+02
  42.1658 4.2512e+02 3.5653e+02 4.9853e+02 3.6576e+02 4.8741e+02 4.1392e+02 4.4638e+02 3.9262e+02 4.5762e+02
  42.4184 4.1034e+02 3.4410e+02 4.8117e+02 3.5306e+02 4.7038e+02 3.9955e+02 4.3085e+02 3.7887e+02 4.4183e+02
  42.6709 3.9615e+02 3.3215e+02 4.6450e+02 3.4086e+02 4.5403e+02 3.8573e+02 4.1594e+02 3.6566e+02 4.2665e+02
  42.9235 3.8252e+02 3.2068e+02 4.4849e+02 3.2913e+02 4.3832e+02 3.7245e+02 4.0161e+02 3.5298e+02 4.1207e+02
  43.1760 3.6942e+02 3.0965e+02 4.3310e+02 3.1787e+02 4.2323e+02 3.5970e+02 3.8784e+02 3.4078e+02 3.9806e+02
  43.4286 3.5682e+02 2.9906e+02 4.1832e+02 3.0704e+02 4.0873e+02 3.4743e+02 3.7461e+02 3.2906e+02 3.8460e+02
  43.6811 3.4472e+02 2.8887e+02 4.0411e+02 2.9663e+02 3.9479e+02 3.3564e+02 3.6189e+02 3.1780e+02 3.7165e+02
  43.9337 3.3308e+02 2.7907e+02 3.9046e+02 2.8662e+02 3.8139e+02 3.2431e+02 3.4967e+02 3.0697e+02 3.5921e+02
  44.1862 3.2189e+02 2.6965e+02 3.7733e+02 2.7700e+02 3.6851e+02 3.1340e+02 3.3791e+02 2.9656e+02 3.4724e+02
  44.4388 3.1112e+02 2.6059e+02 3.6470e+02 2.6774e+02 3.5613e+02 3.0292e+02 3.2660e+02 2.8654e+02 3.3573e+02
  44.6913 3.0077e+02 2.5187e+02 3.5256e+02 2.5884e+02 3.4422e+02 2.9283e+02 3.1573e+02 2.7690e+02 3.2465e+02
  44.9439 2.9081e+02 2.4349e+02 3.4087e+02 2.5027e+02 3.3276e+02 2.8312e+02 3.0526e+02 2.6764e+02 3.1400e+02
  45.1964 2.8122e+02 2.3542e+02 3.2963e+02 2.4203e+02 3.2174e+02 2.7378e+02 2.9519e+02 2.5872e+02 3.0374e+02
  45.4490 2.7200e+02 2.2765e+02 3.1882e+02 2.3409e+02 3.1113e+02 2.6479e+02 2.8550e+02 2.5014e+02 2.9387e+02
  45.7015 2.6312e+02 2.2017e+02 3.0841e+02 2.2646e+02 3.0092e+02 2.5614e+02 2.7618e+02 2.4188e+02 2.8437e+02
  45.9541 2.5457e+02 2.1298e+02 2.9839e+02 2.1910e+02 2.9109e+02 2.4781e+02 2.6720e+02 2.3392e+02 2.7523e+02
